Player,Year,Position,Height,Major,Major_Category,Link,Hometown,High_School,High_School_in_PR,Institution,State,Institution_Link,Conference,Division
Amanda Cruz,Fr.,S,5-6,NA,NA,http://www.cfpatriots.net/sports/wvball/2019-20/bios/cruz_amanda_26lk?view=profile,Coamo,Colegio Nuestra Señora de Valvanera,Y,College of Central Florida,Florida,http://www.cfpatriots.net/sports/wvball/index,NJCAA Region 8,NJCAA DI
Nataly García,Fr.,OH,6-0,NA,NA,http://www.cfpatriots.net/sports/wvball/2019-20/bios/garcia_nataly_wl62,Coamo,Colegio Nuestra Señora de Valvanera,Y,College of Central Florida,Florida,http://www.cfpatriots.net/sports/wvball/index,NJCAA Region 8,NJCAA DI
Andrea Laboy Rivera,So.,L,5-5,Psychology / Nursing,Health and Medicine,https://www.nmnathletics.com/ViewArticle.dbml?ATCLID=211767898&DB_OEM_ID=24500&Q_SEASON=2019,Coamo,Colegio del Sagrado Corazón de Jesús,Y,North Carolina A&T,North Carolina,https://www.nmnathletics.com/SportSelect.dbml?DB_LANG=C&DB_OEM_ID=24500&SPID=74514&SPSID=593343,Mid-Eastern Athletic Conference,NCAA DI
Liz Ortiz Muñoz,Sr.,L,5-8,Chemistry,S.T.E.M.,https://ssuathletics.com/sports/womens-volleyball/roster/liz-ortiz/4289,Coamo,Colegio Nuestra Señora de Valvanera,Y,Savannah State University,Georgia,https://ssuathletics.com/index.aspx?path=wvball,Southern Intercollegiate Athletic Conference,NCAA DII
Natalie Figueroa,Jr.,OH,5-7,,,https://benueagles.com/sports/womens-volleyball/roster/natalie-figueroa/10706,Corozal,Christian Military Academy,Y,Benedictine University,Illinois,https://benueagles.com/sports/womens-volleyball,Northern Athletics Collegiate Conference,NCAA DIII
Gardieliz Laureano Andújar,Jr.,S,5-6,Psychology,Social Sciences,http://www.coastalgeorgiasports.com/roster/18/10/1596.php,Corozal,East Bay High School,N,College of Coastal Georgia,Georgia,http://www.coastalgeorgiasports.com/sport/0/10,The Sun Conference,NAIA
Krystal Santiago,So.,L,5-6,NA,NA,https://www.gobluewave.com/sports/wvball/2019-20/bios/santiago_krystal_nc0y,Corozal,Academia Santa Teresita,Y,Florida State College at Jacksonville,Florida,https://www.gobluewave.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Heliceliz Rivera,So.,S,,NA,NA,https://www.fccbobcats.com/sports/wvball/2019-20/bios/rivera_heliceliz_ev1s,Corozal,Academia Discípulos de Cristo,Y,Frontier Community College,Illinois,https://www.fccbobcats.com/sports/wvball/index,NJCAA Region 24,NJCAA DII
Yadenis Marzán,Fr.,S,5-5,NA,NA,https://athletics.clarendoncollege.edu/PreviewPlayer.aspx?ID=30731,Dorado,Academia Santa Teresita,Y,Clarendon College,Texas,https://athletics.clarendoncollege.edu/Volleyball,NJCAA Region 5,NJCAA DI
Ivana Marrero,Fr.,S,5-7,,,https://sfcathletics.com/sports/womens-volleyball/roster/ivana-marrero/3684,Dorado,New Dimensions,N,St. Francis College,New York,https://sfcathletics.com/index.aspx?path=vball,Northeast Conference,NCAA DI
Natalia Caraballo,Fr.,OH/MH,5-8,,,https://www.ecblazers.com/sports/wvball/2019-20/bios/caraballo_natalia_b1d9?view=profile,Fajardo,Colegio Héctor Urdaneta,Y,Elms College,Massachusetts,https://www.ecblazers.com/sports/wvball/index,New England Collegiate Conference,NCAA DIII
Katherine Rodríguez,Fr.,S,5-4,,,https://www.fisherfalcons.com/sports/wvball/2019-20/bios/rodriguez_katherine_19gv?view=profile,Fajardo,Colegio Héctor Urdaneta,Y,Fisher College,Massachusetts,https://www.fisherfalcons.com/sports/wvball/index,Association of Independent Institutions,NAIA
Talía González,Fr.,OH,6-0,Biology,S.T.E.M.,https://gculions.com/sports/womens-volleyball/roster/talia-gonzalez/2723,Florida,Piaget Bilingual Academy,Y,Georgian Court University,New Jersey,https://gculions.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Paulina Pérez Rosas,So.,OH,6-0,Sports Science,Health and Medicine,https://ucfknights.com/sports/womens-volleyball/roster/paulina-perez-rosas/8086,Guánica,Colegio San Benito,Y,University of Central Florida,Florida,https://ucfknights.com/index.aspx?path=wvball,American Athletic Conference,NCAA DI
Julianie Laboy,Fr.,MB/RS,5-3,NA,NA,http://bluedevils.kckcc.edu/sports/wvball/2019-20/bios/laboy_julianie_i9ao,Guayama,Saint Patrick's Bilingual School,Y,Kansas City Kansas Community College,Kansas,http://bluedevils.kckcc.edu/sports/wvball/index,NJCAA Region 6,NJCAA DII
Stephanie Rivera,So.,MH,5-11,Undeclared,,https://saintpeterspeacocks.com/sports/womens-volleyball/roster/stephanie-rivera/3097,Guayama,Saint Patrick's Bilingual School,Y,Saint Peter's University,New Jersey,https://saintpeterspeacocks.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
Dorianne Lebrón,So.,MB,6-1,NA,NA,https://sewardsaints.com/sports/wvball/2019-20/bios/lebron_dorianne_b8k5?view=bio,Guayama,Guamaní Private School,Y,Seward County Community College,Kansas,https://sewardsaints.com/sports/wvball/index,NJCAA Region 6,NJCAA DI
Sharlissa de Jesús,Jr.,OH,5-9,Business Administration,Business,https://citadelsports.com/sports/womens-volleyball/roster/sharlissa-de-jesus/6665,Guayama,Guamaní Private School,Y,The Citadel,South Carolina,https://citadelsports.com/index.aspx?path=wvball,Southern Conference,NCAA DI
Mariana Trujillo,Fr.,S,5-9,Psychology,Social Sciences,https://roarlions.com/sports/womens-volleyball/roster/mariana-trujillo/1763,Guayanilla,Colegio del Sagrado Corazón de Jesús,Y,University of North Alabama,Alabama,https://roarlions.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Ariana Orcera,Jr.,OH,5-8,Criminology,Social Sciences,https://assumption.prestosports.com/sports/wvball/2019-20/bios/orcera_ariana_y8jg?view=bio,Guaynabo,Colegio Marista,Y,Assumption College,Massachusetts,https://assumption.prestosports.com/sports/wvball/index,Northeast-10 Conference,NCAA DII
Valeria Aponte,Jr.,DS/L,5-7,Corporate Finance,Business,https://www.bentleyfalcons.com/sports/wvball/2019-20/bios/aponte_valeria_11u7?view=bio,Guaynabo,Academia María Reina,Y,Bentley University,Massachusetts,https://www.bentleyfalcons.com/sports/wvball/index,Northeast-10 Conference,NCAA DII
Carolina Robles,So.,OH,5-11,,,https://bereaathletics.prestosports.com/sports/wvball/2019-20/bios/robles_carolina_v9s1,Guaynabo,Wesleyan Academy,Y,Berea College,Kentucky,https://bereaathletics.prestosports.com/sports/wvball/index,USA South Athletic Conference,NCAA DIII
Luisa Ramírez Huertas,Jr.,DS,5-9,,,https://bcuchargers.com/sports/womens-volleyball/roster/luisa-ramirez-huertas/12538,Guaynabo,Colegio Lourdes,Y,Briar Cliff University,Iowa,https://bcuchargers.com/index.aspx?path=wvball,Great Plains Athletic Conference,NAIA
Patricia Martínez,Jr.,OH,5-10,Engineering,S.T.E.M.,https://www.catholicathletics.com/sports/wvball/2019-20/bios/martinez_patricia_5bsa?view=bio,Guaynabo,Colegio Puertorriqueño de Niñas,Y,Catholic University of America,Washington D.C.,https://www.catholicathletics.com/sports/wvball/index,Landmark Conference,NCAA DIII
Margarita Pérez Maza,So.,OH,5-7,Business Management,Business,https://www.clarkathletics.com/sports/wvball/2019-20/bios/perez-maza_margarita_7kid?view=bio,Guaynabo,Cupeyville School,Y,Clark University,Massachusetts,https://www.clarkathletics.com/sports/wvball/index,New England Women's and Men's Athletic Conference,NCAA DIII
Claudia Rivera,Fr.,OH,5-10,Biology,S.T.E.M.,https://www.clarkathletics.com/sports/wvball/2019-20/bios/rivera_claudia_1kwn?view=bio,Guaynabo,Academia María Reina,Y,Clark University,Massachusetts,https://www.clarkathletics.com/sports/wvball/index,New England Women's and Men's Athletic Conference,NCAA DIII
Tatiana López,Jr.,DS,5-5,,,https://www.dickinsonathletics.com/sports/wvball/2019-20/bios/lopez_tatiana_6bl3?view=bio,Guaynabo,Colegio Puertorriqueño de Niñas,Y,Dickinson College,Pennsylvania,https://www.dickinsonathletics.com/sports/wvball/index,Centennial Conference,NCAA DIII
Keydelis Nieves,Fr.,OH,5-5,NA,NA,https://www.efsctitans.com/sports/wvball/2019-20/bios/nieves_keydelis_tfsz,Guaynabo,Colegio Nuestra Señora de Guadalupe,Y,Eastern Florida State College,Florida,https://www.efsctitans.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Adriana Soto,Fr.,OH/RSH,,,,https://fmuathletics.com/roster.aspx?rp_id=1325&path=wvball,Guaynabo,Christian Military Academy,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Vanelix Merced,Sr.,DS/L,5-4,Biology,S.T.E.M.,https://gculions.com/sports/womens-volleyball/roster/vanelix-gaby-merced/2715,Guaynabo,St. John Vianney High School,N,Georgian Court University,New Jersey,https://gculions.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Emileishka de Jesús,So.,OH,5-5,Radiology,S.T.E.M.,http://www.iunredhawkathletics.com/roster/17/4/1089.php,Guaynabo,Portage High School,N,Indiana University Northwest,Indiana,http://www.iunredhawkathletics.com/sport/0/4,Chicagoland Collegiate Athletic Conference,NAIA
Marife Entenza,Fr.,S/DS,5-6,,,http://vikings.lawrence.edu/sports/wvball/2019-20/bios/entenza_marife_3oip?view=profile,Guaynabo,Academia María Reina,Y,Lawrence University,Wisconsin,http://vikings.lawrence.edu/sports/wvball/index,Midwest Conference,NCAA DIII
Alejandra Figueroa,So.,OH,5-7,Marketing,Business,https://govaliants.com/sports/womens-volleyball/roster/alejandra-figueroa/5187,Guaynabo,Colegio Rosa-Bell,Y,Manhattanville College,New York,https://govaliants.com/index.aspx?path=wvball,Skyline Conference,NCAA DIII
Danelys Báez Arroyo,Fr.,DS,5-1,,,https://www.mitchellathletics.com/sports/wvball/2019-20/bios/baez-arroyo_nely_62lm,Guaynabo,Academy of Science & Innovation,N,Mitchell College,Connecticut,https://www.mitchellathletics.com/sports/wvball/index,New England Collegiate Conference,NCAA DIII
Michelle Henwood,Fr.,S,5-9,Elementary Education,Social Sciences,https://www.saintanselmhawks.com/sports/wvball/2019-20/bios/henwood_michelle_kk31?view=bio,Guaynabo,Academia María Reina,Y,Saint Anselm College,New Hampshire,https://www.saintanselmhawks.com/sports/wvball/index,Northeast-10 Conference,NCAA DII
Ariana Rosario,Sr.,OH/RSH,5-9,Architecture,S.T.E.M.,http://www.jeffersonrams.com/sports/wvball/2019-20/bios/rosario_ariana_30st?view=bio,Guaynabo,Colegio Puertorriqueño de Niñas,Y,Thomas Jefferson University,Pennsylvania,http://www.jeffersonrams.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Angelí Román Medina,Fr.,S,5-5,Physical Therapy,Health and Medicine,https://www.devilsathletics.com/sports/wvball/2019-20/bios/roman_medina_angeli_q0yo?view=bio,Guaynabo,University Gardens High School,Y,University of the Sciences,Pennsylvania,https://www.devilsathletics.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Alejandra Suárez,So.,DS/L,5-7,,,https://avemariagyrenes.com/sports/womens-volleyball/roster/alejandra-suarez/3911,Gurabo,Colegio Bautista de Caguas,Y,Ave Maria University,Florida,https://avemariagyrenes.com/index.aspx?path=wvball,The Sun Conference,NAIA
Alejandra Leal Montes,Jr.,DS/L,5-4,,,https://caldwellathletics.com/sports/womens-volleyball/roster/alejandra-leal-montes/2346,Gurabo,Colegio Católico Notre Dame,Y,Caldwell University,New Jersey,https://caldwellathletics.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Andrea Díaz Merced,So.,DS/L,5-6,,,http://www.ewctigerpride.com/roster/16/13/5601.php,Gurabo,Oakleaf High School,N,Edward Waters College,Florida,http://www.ewctigerpride.com/sport/16/13.php,Gulf Coast Athletic Conference,NAIA
Valeria Torres,So.,S/DS,5-7,Pre-Veterinary,Health and Medicine,https://gannonsports.com/sports/womens-volleyball/roster/valeria-torres/6052,Gurabo,Colegio Católico Notre Dame,Y,Gannon University,Pennsylvania,https://gannonsports.com/sports/womens-volleyball,Pennsylvania State Athletic Conference,NCAA DII
Adriana López Soto,Jr.,L,5-5,Exercise Science,Interdisciplinary Studies,https://mercyathletics.com/sports/womens-volleyball/roster/adriana-lopez-soto/2901,Gurabo,Colegio Católico Notre Dame,Y,Mercy College,New York,https://mercyathletics.com/index.aspx?path=wvball,East Coast Conference,NCAA DII
Leilani Vázquez,Jr.,OH,5-11,Communications,Social Sciences,https://mercyathletics.com/sports/womens-volleyball/roster/leilani-vazquez/2905,Gurabo,Colegio Católico Notre Dame,Y,Mercy College,New York,https://mercyathletics.com/index.aspx?path=wvball,East Coast Conference,NCAA DII
Yeryvel Catalá,So.,OH,5-6,,,https://upikebears.com/sports/womens-volleyball/roster/yeryvel-catala/5683,Gurabo,Caguas Private School,Y,University Of Pikeville,Kentucky,https://upikebears.com/index.aspx?path=wvball,Mid-South Conference,NAIA
Claudia Rivera,So.,L,5-3,Human Performance,Health and Medicine,https://www.tampaspartans.com/sports/wvball/2019-20/bios/rivera_claudia_qawg?view=bio,Gurabo,Colegio Católico Notre Dame,Y,University of Tampa,Florida,https://www.tampaspartans.com/sports/wvball/index,Sunshine State Conference,NCAA DII
Ana Costas,So.,L,5-1,NA,NA,https://wnccathletics.com/sports/wvball/2019-20/bios/costas_ana_ez2f,Gurabo,Colegio Católico Notre Dame,Y,Western Nebraska Community College,Nebraska,https://wnccathletics.com/sports/wvball/index,NJCAA Region 9,NJCAA DI
Carla Hernández,So.,OH,,NA,NA,https://dscfalcons.com/sports/wvball/2019-20/bios/hernandez_carla_to4h?view=bio,Hatillo,Colegio Evangélico Capitán Correa,Y,Daytona State College,Florida,https://dscfalcons.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Bianca Díaz,Fr.,DS/L,5-7,Health Sciences,Health and Medicine,https://griffinathletics.com/sports/womens-volleyball/roster/bianca-diaz/4042,Humacao,Perkiomen School,N,Chestnut Hill College,Pennsylvania,https://griffinathletics.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Desiré Cruz,Fr.,MB,6-0,NA,NA,http://www.cfpatriots.net/sports/wvball/2019-20/bios/cruz_desire_umk1,Humacao,Escuela Petra Mercado,Y,College of Central Florida,Florida,http://www.cfpatriots.net/sports/wvball/index,NJCAA Region 8,NJCAA DI
Alanys Cruz,So.,Opp,5-9,,,https://www.ecblazers.com/sports/wvball/2019-20/bios/cruz_alanys_ltaa?view=profile,Humacao,,N,Elms College,Massachusetts,https://www.ecblazers.com/sports/wvball/index,New England Collegiate Conference,NCAA DIII
Govanna Rosado,Jr.,S,5-6,,,https://www.ecblazers.com/sports/wvball/2019-20/bios/rosado_govanna_n5vb?view=profile,Humacao,Colegio La Luz,Y,Elms College,Massachusetts,https://www.ecblazers.com/sports/wvball/index,New England Collegiate Conference,NCAA DIII
Natalia Ortiz Arce,So.,RSH,5-7,,,https://www.fisherfalcons.com/sports/wvball/2019-20/bios/ortiz-arce_natalia_r22n?view=profile,Humacao,Colegio San Antonio Abad,Y,Fisher College,Massachusetts,https://www.fisherfalcons.com/sports/wvball/index,Association of Independent Institutions,NAIA
Ashley Román,Fr.,DS/L,5-5,,,https://coppinstatesports.com/sports/womens-volleyball/roster/ashley-roman/2355,Isabela,Carib Christian School,Y,Coppin State University,Maryland,https://coppinstatesports.com/index.aspx?path=wvball,Mid-Eastern Athletic Conference,NCAA DI
Salma González,Jr.,S/OH,5-8,Biology,S.T.E.M.,https://coppinstatesports.com/sports/womens-volleyball/roster/salma-gonzalez/2356,Isabela,West Port HS,N,Coppin State University,Maryland,https://coppinstatesports.com/index.aspx?path=wvball,Mid-Eastern Athletic Conference,NCAA DI
Valeria Aldarondo,So.,S,5-8,Biology,S.T.E.M.,https://ssuathletics.com/sports/womens-volleyball/roster/valeria-aldarondo/4291,Isabela,Carib Christian School,Y,Savannah State University,Georgia,https://ssuathletics.com/index.aspx?path=wvball,Southern Intercollegiate Athletic Conference,NCAA DII
Ariana Pagán,Fr.,OH,5-10,Chemistry,S.T.E.M.,https://sfajacks.com/sports/womens-volleyball/roster/ariana-pagan/2554,Isabela,Friedrich Froebel Bilingual School,Y,Stephen F. Austin State University,Texas,https://sfajacks.com/index.aspx?path=wvball,Southland Conference,NCAA DI
Camila Rabassa,Sr.,OH,6-0,Biology,S.T.E.M.,https://www.concordiaclippers.com/sports/wvball/2019-20/bios/rabassa_camila_r29q?view=profile,Juana Díaz,ECEDAO,Y,Concordia College New York,New York,https://www.concordiaclippers.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
María Rentas,So.,S,5-6,NA,NA,https://www.efsctitans.com/sports/wvball/2019-20/bios/rentas_maria_2iz7,Juana Díaz,Colegio San Judas Tadeo,Y,Eastern Florida State College,Florida,https://www.efsctitans.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Natasha Colón,So.,OH,5-6,NA,NA,https://www.ncsasports.org/womens-volleyball-recruiting/puerto-rico/guayama/saint-patricks-bilingual-school/natasha-coln,Juana Díaz,Saint Patrick's Bilingual School,Y,Independence Community College,Kansas,,NJCAA Region 6,NJCAA DI
Joanmary Martínez,Fr.,RS,5-9,NA,NA,https://sccstorm.com/sports/wvball/2019-20/bios/martinez_joanmary_65y1,Juana Díaz,Puerto Rico Youth Academy,Y,Southeast Community College,Nebraska,https://sccstorm.com/sports/wvball/index,NJCAA Region 9,NJCAA DII
Natalia Rabassa,Fr.,L,5-1,,,http://usjbluejays.com/sports/wvball/2019-20/bios/rabassa_natalia_e5aq?view=profile,Juana Díaz,Colegio Ponceño,Y,University of Saint Joseph's,Connecticut,http://usjbluejays.com/sports/wvball/index,Great Northeast Athletic Conference,NCAA DIII
Gabriela Boyrie,So.,DS,5-6,NA,NA,https://www.vernoncollege.edu/PreviewPlayer.aspx?ID=239,Juana Díaz,Colegio San Judas Tadeo,Y,Vernon College,Texas,http://www.vernoncollege.edu/volleyballhomepage,NJCAA Region 5,NJCAA DI
Keisha Santana Roldán,Jr.,L,5-0,Early Childhood Education,Social Sciences,https://fmuathletics.com/roster.aspx?rp_id=1324&path=wvball,Juncos,Escuela Isabel Flores Hernández,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Kiana Pérez Díaz,So.,OH,5-9,Communications,Social Sciences,https://laserpride.lasell.edu/sports/wvball/2019-20/bios/perez_kiana_yf9m?view=profile,Juncos,Colegio Católico Notre Dame,Y,Lasell University,Massachusetts,https://laserpride.lasell.edu/sports/wvball/index,Great Northeast Athletic Conference,NCAA DIII
Gina Rivera Ortiz,So.,L,5-6,Health Sciences,Health and Medicine,http://www.tsutigers.com/volleyball/roster/2019-20/7494/gina-rivera-ortiz/,Lajas,Colegio San Benito,Y,Tennessee State University,Tennessee,http://www.tsutigers.com/volleyball/,Ohio Valley Conference,NCAA DI
Lia Aime,Jr.,L,5-0,,,https://www.fisherfalcons.com/sports/wvball/2019-20/bios/aime_lia_5ohc,Las Piedras,Colegio Nuestra Señora del Perpetuo Socorro,Y,Fisher College,Massachusetts,https://www.fisherfalcons.com/sports/wvball/index,Association of Independent Institutions,NAIA
Marianne Negrón,Fr.,MB,,Social Work,Social Sciences,https://fmuathletics.com/roster.aspx?rp_id=1329&path=wvball,Loíza,Saint Francis School,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Norian Ceballos Plaza,So.,MH,5-11,,,https://uafortsmithlions.com/sports/womens-volleyball/roster/norian-ceballos-plaza/1550,Loíza,CIEM Private School,Y,University of Arkansas Fort Smith,Arkansas,https://uafortsmithlions.com/index.aspx?path=wvball,Lone Star Conference,NCAA DII
Alexa Rivera,Fr.,OH,5-8,Biology,S.T.E.M.,https://rutgersnewarkathletics.com/roster.aspx?rp_id=3621,Luquillo,Hudson Catholic,N,Rutgers University - Newark,New Jersey,https://rutgersnewarkathletics.com/sports/womens-volleyball,New Jersey Athletic Conference,NCAA DIII
Kizzy Rodríguez,Jr.,L,5-4,Health Promotion and Sciences,Health and Medicine,https://sfcathletics.com/sports/womens-volleyball/roster/kizzy-rodriguez/3676,Luquillo,Shadow Ridge High School,N,St. Francis College,New York,https://sfcathletics.com/index.aspx?path=vball,Northeast Conference,NCAA DI
Karla Santos,Jr.,OH,5-8,Biology,S.T.E.M.,https://lagoldeneagles.com/sports/womens-volleyball/roster/karla-santos/3105,Manatí,Colegio Puertorriqueño de Niñas,Y,California State University Los Angeles,California,https://lagoldeneagles.com/index.aspx?path=vball,California Collegiate Athletic Association,NCAA DII
Aleisha Marcano,Fr.,OH,5-6,NA,NA,https://lssc.prestosports.com/sports/wvball/2019-20/bios/marcano_aleisha_rjsu,Manatí,Colegio Evangélico Capitán Correa,Y,Lake-Sumter State College,Florida,https://lssc.prestosports.com/sports/wvball/index,NJCAA Region 8,NJCAA DII
Yarianne González,Fr.,S,5-2,NA,NA,https://www.monroecollegemustangs.com/sports/womens-volleyball/roster/yarianne-gonzalez/5855,Manatí,Piaget Bilingual Academy,Y,Monroe College,New York,https://www.monroecollegemustangs.com/index.aspx?path=wvball,NJCAA Region 15,NJCAA DI
Sofía García Guerrios,Fr.,S,5-10,Pre-Veterinary Sciences,Health and Medicine,http://www.tsutigers.com/volleyball/roster/2019-20/7501/sofia-garcia-guerrios/,Manatí,Colegio Marista Manatí,Y,Tennessee State University,Tennessee,http://www.tsutigers.com/volleyball/,Ohio Valley Conference,NCAA DI
Valeria Vázquez Gómez,Fr.,OH,6-1,Rehabilitation Science,Health and Medicine,https://pittsburghpanthers.com/sports/womens-volleyball/roster/valeria-vazquez-gomez/10491,Manatí,Colegio Marista Manatí,Y,University of Pittsburgh,Pennsylvania,https://pittsburghpanthers.com/index.aspx?path=wvball,Atlantic Coast Conference,NCAA DI
Nicole Domínguez,Sr.,L,5-8,Pre-med,S.T.E.M.,https://www.tampaspartans.com/sports/wvball/2019-20/bios/dominguez_nicole_9wl4?view=bio,Manatí,Apopka High School,N,University of Tampa,Florida,https://www.tampaspartans.com/sports/wvball/index,Sunshine State Conference,NCAA DII
Angélica Monteagudo Jusino,So.,MB/Opp,5-11,,,http://www.wearefc.com/roster/6/7/551.php,Mayagüez,Cabo Rojo Christian Academy,Y,Florida College,Florida,http://www.wearefc.com/sport/0/7,Southern States Athletic Conference,NAIA
Luzyanne Calderón Meléndez,Fr.,MB/RS,,NA,NA,https://sports2.eastcentral.edu/player/luzyanne-caldron-melendez/?roster_type=custom,Morovis,Colegio Carmen Sol,Y,East Central College (Missouri),Missouri,https://sports2.eastcentral.edu/category/womens-volleyball/,NJCAA Region 16,NJCAA DII
Keniah Rivera Santiago,Grad,NA,5-2,Psychology,Social Sciences,https://fire.seu.edu/roster.aspx?rp_id=2986&path=beach,Naguabo,W.T. Woodson HS,N,Southeastern University,Florida,https://fire.seu.edu/roster.aspx?path=beach,The Sun Conference,NAIA BVB
Kariema Rodríguez,So.,OH/DS,5-9,NA,NA,http://www.cfpatriots.net/sports/wvball/2019-20/bios/rodriguez_kariema_m0zz,Naranjito,The Rock School,N,College of Central Florida,Florida,http://www.cfpatriots.net/sports/wvball/index,NJCAA Region 8,NJCAA DI
Victoria Alomar,Jr.,OH/DS,5-7,Spanish,Arts and Humanities,https://westconnathletics.com/sports/wvball/2019-20/bios/alomar_victoria_blu4?view=bio,Naranjito,Academia Santa Teresita,Y,Western Connecticut State University,Connecticut,https://westconnathletics.com/sports/wvball/index,Little East Conference,NCAA DIII
Iveanie Galio,So.,S,5-8,NA,NA,https://www.gobluewave.com/sports/wvball/2019-20/bios/galio_iveanie_lsbs,Patillas,Guamaní Private School,Y,Florida State College at Jacksonville,Florida,https://www.gobluewave.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Wildalys Soto,Jr.,S,5-10,Biology,S.T.E.M.,https://saintpeterspeacocks.com/sports/womens-volleyball/roster/wildalys-soto/3100,Patillas,Saint Patrick's Bilingual School,Y,Saint Peter's University,New Jersey,https://saintpeterspeacocks.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
Lyanne Hernández,So.,OH,5-8,Physical Therapy,Health and Medicine,https://aicyellowjackets.com/sports/womens-volleyball/roster/lyanne-hernandez/8510,Peñuelas,Liceo Ponceño,Y,American International College,Massachusetts,https://aicyellowjackets.com/sports/womens-volleyball,Northeast-10 Conference,NCAA DII
Claudia González,So.,MB,6-2,Business,Business,https://aicyellowjackets.com/sports/womens-volleyball/roster/claudia-gonzalez/8509,Ponce,Colegio del Sagrado Corazón de Jesús,Y,American International College,Massachusetts,https://aicyellowjackets.com/sports/womens-volleyball,Northeast-10 Conference,NCAA DII
Fabiola Plaza,Sr.,DS/S,5-6,,,https://fiusports.com/sports/womens-volleyball/roster/fabiola-plaza/7426,Ponce,Felix Varela High School,N,Florida International University,Florida,https://fiusports.com/index.aspx?path=wvball,Conference USA,NCAA DI
Nelisabel La Court Ruiz,So.,DS,5-3,Psychology,Social Sciences,https://athletics.goucher.edu/sports/wvball/2019-20/bios/la_court_ruiz_nelisabel_1b33?view=bio,Ponce,Northeastern,N,Goucher College,Pennsylvania,https://athletics.goucher.edu/sports/wvball/index,Landmark Conference,NCAA DIII
Luinet Meléndez,So.,DS/L,5-5,Biology/Pre-Med,S.T.E.M.,https://www.goregispride.com/sports/wvball/2019-20/bios/melendez_luinet_nxrv?view=bio,Ponce,Colegio Ponceño,Y,Regis College,Massachusetts,https://www.goregispride.com/sports/wvball/index,Great Northeast Athletic Conference,NCAA DIII
Alejandra Pérez,Jr.,OH,5-8,Chemistry,S.T.E.M.,https://gohatters.com/sports/womens-volleyball/roster/alejandra-perez/7344,Ponce,Colegio del Sagrado Corazón de Jesús,Y,Stetson University,Florida,https://gohatters.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Melanie Feliciano,Fr.,OH,5-11,Chemistry,S.T.E.M.,https://gopurpleaces.com/sports/womens-volleyball/roster/melanie-feliciano/4848,Ponce,Colegio del Sagrado Corazón de Jesús,Y,University of Evansville,Indiana,https://gopurpleaces.com/index.aspx?path=vball,Missouri Valley Conference,NCAA DI
Charyari Ramos,So.,OH/S,5-11,Accounting,Business,https://unfospreys.com/roster.aspx?rp_id=9605&path=wvball,Ponce,Colegio del Sagrado Corazón de Jesús,Y,University of North Florida,Florida,https://unfospreys.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Paola Sanabria López,Jr.,OH,6-1,,,http://www.bethanyswedes.com/roster/18/1/10210.php,Rincón,Christian Military Academy,Y,Bethany College,Kansas,http://www.bethanyswedes.com/sport/0/1,Kansas Collegiate Athletic Conference,NAIA
Ellisangi Matos Torres,Sr.,S,5-3,,,https://www.okwu.edu/athletics/womens-volleyball/roster/,Río Grande,,N,Oklahoma Wesleyan University,Oklahoma,https://www.okwu.edu/athletics/team/womens-volleyball/,Kansas Collegiate Athletic Conference,NAIA
Leandra Mangual Durán,Fr.,OH,6-0,Biomedical Engineering,S.T.E.M.,https://mutigers.com/sports/womens-volleyball/roster/leandra-mangual-duran/7878,Río Grande,Hagerty High School,N,University of Missouri,Missouri,https://mutigers.com/index.aspx?path=wvball,Southeastern Conference,NCAA DI
Amilex López Ayala,So.,OH/RS,5-4,NA,NA,http://bluedevils.kckcc.edu/sports/wvball/2019-20/bios/lopez_ayala_amilex_k2u4,Salinas,Saint Patrick's Bilingual School,Y,Kansas City Kansas Community College,Kansas,http://bluedevils.kckcc.edu/sports/wvball/index,NJCAA Region 6,NJCAA DII
